date,peggedUSD,peggedEUR,peggedVAR,peggedJPY,peggedCNY,peggedUAH,peggedARS,peggedGBP,peggedCAD,peggedCHF,peggedAUD,peggedREAL
2023-08-02,125257332188,296976996,93262012,,,,,,,,,
2023-08-03,125108274668,297545437,93271261,,,,,,,,,
2023-08-04,124894776401,298160603,93249039,,,,,,,,,
2023-08-05,124753841269,299057296,93109436,,,,,,,,,
2023-08-06,124748909150,298480219,92901173,,,,,,,,,
2023-08-07,124773553605,298694619,92647331,,,,,,,,,
2023-08-08,124579316941,299410636,92629172,,,,,,,,,
2023-08-09,124698514900,299147688,92629173,,,,,,,,,
2023-08-10,124704542855,299063086,94444384,2213542264,,,,,,,,
2023-08-11,124493943628,298473170,94174176,2213542264,,,,,,,,
2023-08-12,124300398491,298178790,94165133,2213542264,,,,,,,,
2023-08-13,124388620692,298232584,94165888,2213542264,,,,,,,,
2023-08-14,124397425660,298198811,94123129,2213542264,,,,,,,,
2023-08-15,123995234292,298620228,94091334,2213542264,,,,,,,,
2023-08-16,123725653761,294796675,94101732,2213542208,,,,,,,,
2023-08-17,123564635772,294990649,94095564,2213542208,,,,,,,,
2023-08-18,123396848091,294487445,94069750,2213542208,,,,,,,,
2023-08-19,123028606045,294685138,93966488,2213542208,,,,,,,,
2023-08-20,123226345610,294814479,93640125,2213542208,,,,,,,,
2023-08-21,123275683020,294902300,93611691,2213542208,,,,,,,,
2023-08-22,124359281829,294352761,93602374,2213542208,,,,,,,,
2023-08-23,124279577473,294115026,93585749,2213542208,,,,,,,,
2023-08-24,124274688318,294421023,93571875,2213542208,,,,,,,,
2023-08-25,124376838472,294479457,93504825,2213542208,,,,,,,,
2023-08-26,124411535064,295306110,93501578,2213542208,,,,,,,,
2023-08-27,124496279338,295382779,93488819,2193538680,,,,,,,,
2023-08-28,124580208891,295331711,93521238,2193538680,,,,,,,,
2023-08-29,124632575917,295876450,93503869,2193538680,,,,,,,,
2023-08-30,125018997104,295520757,93596380,2213542507,,,,,,,,
2023-08-31,125166116448,295074113,93738937,2213542605,,,,,,,,
2023-09-01,125258750174,294992158,93685943,2213542816,822342,,,,,,,
2023-09-02,125129234340,295633503,93574003,2213542829,822342,,,,,,,
2023-09-03,125139389313,295712844,93495872,2213542840,822342,,,,,,,
2023-09-04,125185211467,295720220,93482095,2213542705,822342,,,,,,,
2023-09-05,124984595545,295952902,93425527,2213544334,822342,,,,,,,
2023-09-06,124471928491,296672302,93418093,2213544320,810292,,,,,,,
2023-09-07,124302326399,296411332,93682070,2213544262,810292,,,,,,,
2023-09-08,124084429761,296867406,93639822,2213544257,810292,,,,,,,
2023-09-09,124219103368,298600534,93619672,2213544204,810292,,,,,,,
2023-09-10,124267791452,298585770,93616811,2213544131,810292,,,,,,,
2023-09-11,124338851657,298516719,93599094,2213544143,663020,,,,,,,
2023-09-12,124222022706,294745339,93465368,2213544300,663020,,,,,,,
2023-09-13,124313535144,296191989,93358529,2213544410,663020,,,,,,,
2023-09-14,124357688147,296306724,93338273,2213544395,663020,,,,,,,
2023-09-15,124325963204,296629935,93280114,2213544364,663020,,,,,,,
2023-09-16,124206211477,296665703,93248278,2109042357,663020,,,,,,,
2023-09-17,124283599099,296733329,93229265,2109042366,650970,,,,,,,
2023-09-18,124320979280,296597867,93143963,2109042416,650970,,,,,,,
2023-09-19,124294796666,297182707,93148008,2109042353,650970,,,,,,,
2023-09-20,124284849332,296951116,93132126,2109042333,650970,,,,,,,
2023-09-21,124376528962,296363329,93135598,2109042330,650970,,,,,,,
2023-09-22,124414887901,296243680,93132440,2109042256,650970,,,,,,,
2023-09-23,124350373676,296670581,93115396,2109042220,650970,,,,,,,
2023-09-24,124395529890,296257361,93079842,2109042220,650970,,,,,,,
2023-09-25,124400847015,296157354,93087841,2109042257,650970,,,,,,,
2023-09-26,124182931176,295975332,93023035,2109042253,626860,,,,,,,
2023-09-27,124121223309,296352733,92906983,2109042254,626860,,,,,,,
2023-09-28,123954880296,298926644,92899957,2109042206,204266,,,,,,,
2023-09-29,124156905375,298701339,92887115,2074889166,162679,,,,,,,
2023-09-30,123801208811,299460958,92917557,2074889180,162679,,,,,,,
2023-10-01,123853966719,299365889,92905015,2074889201,162679,,,,,,,
2023-10-02,123885359157,299563556,92878329,2074889155,162679,,,,,,,
2023-10-03,124064155514,300763847,92874415,2074889367,162629,,,,,,,
2023-10-04,123916757488,301214781,92902028,2074889251,162629,240712,,,,,,
2023-10-05,123799893402,302563452,92917108,2074888306,162629,240712,,,,,,
2023-10-06,123831052322,302837558,92913880,2074888370,162629,240712,1539490336,,,,,
2023-10-07,124118441120,302845416,92865133,2074888372,162629,240712,1539490336,,,,,
2023-10-08,124191008464,302783543,92839771,2074888372,162629,240712,1539490336,,,,,
2023-10-09,124217533036,302769395,92816678,2074888372,265129,240712,1539490336,,,,,
2023-10-10,124194131543,302937572,92647196,2074888521,189754,240712,1539490336,,,,,
2023-10-11,124019765588,302628304,92302909,2074888570,189754,240712,1539490336,,,,,
2023-10-12,123805815805,296587500,92489385,2074888639,189754,240712,1539490336,,,,,
2023-10-13,123646199967,297000094,92442855,2074888660,189754,240712,1539490336,,,,,
2023-10-14,123603065612,297281168,92423450,2074888635,189754,240712,1539490336,,,,,
2023-10-15,123645283930,297367407,92338798,2074888592,189754,240712,1539490336,,,,,
2023-10-16,123712726220,297181639,92270841,2074888531,189754,240712,1539490336,,,,,
2023-10-17,123831594601,297185015,92244834,2074888438,189754,240712,1539490336,,,,,
2023-10-18,123967424931,297039984,92242807,2074888524,189754,240712,1539490336,,,,,
2023-10-19,124088499637,297649928,92238333,2074888532,189754,240712,1539490336,,,,,
2023-10-20,124776226661,297407142,91839055,2074888404,189754,240712,1539490336,,,,,
2023-10-21,124580377967,296789800,91843260,2074888326,189754,240712,1539490336,,,,,
2023-10-22,124605074550,296753911,91757899,2074888242,189754,240712,1539490336,,,,,
2023-10-23,124638733184,296490281,91758412,2074888298,189754,240712,1539490336,,,,,
2023-10-24,124624462464,296221400,91747812,2074888202,189754,240712,1539490336,,,,,
2023-10-25,124170345604,297482517,91874692,2074887989,189754,240712,1539490336,,,,,
2023-10-26,124413200139,297497225,91858507,2074887964,189754,240712,1539490336,,,,,
2023-10-27,124498841534,298372530,91857949,2074887962,189754,240712,1539490336,,,,,
2023-10-28,124338267730,206842248,91895233,2074888035,189754,240712,1539490336,,,,,
2023-10-29,124358798636,206674350,91905276,2074887980,189754,240712,1539490336,,,,,
2023-10-30,124392356973,207072001,91913120,2074887923,189754,240712,1539490336,,,,,
2023-10-31,124205708389,207486384,91847507,2074887927,189754,240712,1539490336,,,,,
2023-11-01,124215521358,207976807,91883766,2074887773,189754,240712,1979490296,,,,,
2023-11-02,124339055701,208722112,91839290,2074887766,189754,240712,1979490296,,,,,
2023-11-03,124428643402,209768117,91876187,2074888859,189754,240712,1979490296,,,,,
2023-11-04,124642014447,209188935,91862613,2074888865,189754,240712,1979490296,,,,,
2023-11-05,124791029796,209157506,91850662,2074888851,189754,240712,1979490296,,,,,
2023-11-06,124845276012,209288207,91889846,2074888806,189754,240712,1979490296,,,,,
2023-11-07,124995755197,209948096,91918303,2074888725,189754,240712,1979490296,,,,,
2023-11-08,125261153895,213544019,92024843,2074888678,189754,240712,1979490296,,,,,
2023-11-09,125267800490,215388005,92052190,2074888638,189754,240712,1979490296,,,,,
2023-11-10,125433357008,212344537,92356515,2074888638,189754,240712,1979490296,,,,,
2023-11-11,125600552648,212209273,92521064,2074888638,189754,240712,1979490296,,,,,
2023-11-12,125802244130,212612750,92491390,2074888638,189754,240712,1979490296,,,,,
2023-11-13,125854501871,212589529,91956732,2074888638,189754,240712,1979490296,,,,,
2023-11-14,125853676497,212476265,91978389,2074888638,162629,240712,1979490296,,,,,
2023-11-15,125834939536,210942814,92069986,2074888638,162629,260712,1979490296,,,,,
2023-11-16,126171946255,211066600,92113277,2074888638,162629,260712,1979490296,,,,,
2023-11-17,126308434744,210477931,92061538,2074888638,162629,260712,1979490296,,,,,
2023-11-18,126651899087,208700279,92229216,2074888638,162629,260712,1979490296,,,,,
2023-11-19,126699438917,209022439,92235243,2074888638,162629,260712,1979490296,,,,,
2023-11-20,126793153079,209113956,92217291,2074888638,162629,260712,1979490296,,,,,
2023-11-21,127119565246,208250829,91902338,2074888638,162629,260712,1979490296,,,,,
2023-11-22,127192176805,208228686,91834066,2074888725,162629,260712,1979490296,,,,,
2023-11-23,127389394066,207508580,91853823,2074888725,162629,260712,1979490296,81413,,,,
2023-11-24,127313692138,207401207,91847648,2074888725,162629,260712,1979490296,81413,,,,
2023-11-25,127860450287,207319037,91797763,2074888725,162629,260712,1979490296,79311,,,,
2023-11-26,127889727719,207334388,91796363,2074888725,162629,260712,1979490296,79311,,,,
2023-11-27,127911918263,206948046,91814009,2074888725,162629,260712,1979490296,79311,,,,
2023-11-28,127759121541,200455780,91737260,2074888725,162629,260712,1979490296,79311,,,,
2023-11-29,127993366830,207082630,91736523,2074888725,162629,260712,1979490296,79311,,,,
2023-11-30,128043422337,207376662,91708231,2074888725,162629,260712,1979490296,79311,,,,
2023-12-01,128239145510,210374504,91717723,2074888384,162629,260712,1979490296,79311,,,,
2023-12-02,128409320864,208132522,91642851,2074888384,162629,260712,1979490296,79311,,,,
2023-12-03,128441576648,208109787,91656794,2074888384,162629,260712,1979490296,79311,,,,
2023-12-04,128504323405,207987202,91641558,2074888384,162629,260712,1979490296,79311,,,,
2023-12-05,128436451593,208085191,91672662,2074888384,162629,260712,1979490296,79311,,,,
2023-12-06,128651264759,207541628,91679846,2074888384,162629,260712,1979490296,79311,,,,
2023-12-07,128667956430,207336902,91669815,2074888384,162629,260712,1979490296,79311,,,,
2023-12-08,128669597445,205754686,91655574,2074888384,162629,260712,1979490296,79311,2182952,,,
2023-12-09,128876544592,208301909,91642626,2074888384,162629,260712,1979490296,79311,2182952,,,
2023-12-10,129191136890,208339409,91639806,2074888384,162629,260712,1979490296,79311,2182952,,,
2023-12-11,129168062746,207714000,91575413,2074888384,162629,260712,1979490296,79311,2182952,,,
2023-12-12,128683071328,207244847,91510503,2074888384,162629,260712,1979490296,79311,2182952,,,
2023-12-13,128436489708,206549706,91347616,2074887775,162629,260712,1979490296,79311,2182952,,,
2023-12-14,128735941532,205906649,91336414,2074887775,162629,260712,1979490296,79311,2182952,,,
2023-12-15,128910949836,276521395,91348763,2074887775,162629,260712,1979490296,79311,2182952,,,
2023-12-16,129296613219,276653293,91345301,2074887775,162629,260712,1979490296,79311,2182952,,,
2023-12-17,129344246349,275759561,91360218,2074887775,162629,260712,1979490296,79311,2182952,,,
2023-12-18,129299067782,275708530,91302225,2074887775,162629,260712,1979490296,79311,2182952,,,
2023-12-19,129427336604,275657717,91035729,2074887775,162629,260712,1979490296,79311,2082952,,,
2023-12-20,129701152816,275531054,91248828,2074887775,162629,260712,1979490296,79311,2185532,,,
2023-12-21,129904170178,274737806,91254154,2074887775,162629,260712,1979490296,79311,2185532,,,
2023-12-22,129859001277,274423406,91232851,2074887775,162629,260712,1979490296,79311,2085532,,,
2023-12-23,130274578379,274302276,91229023,2074887775,162629,260712,1979490296,79311,2085532,,,
2023-12-24,130396070395,273645246,91223583,2074887775,162629,260712,1979490296,79311,2085532,,,
2023-12-25,130480358077,274044069,91250929,2074887775,162629,260712,1979490296,79311,2085532,,,
2023-12-26,130424637445,273989731,91254887,2074887775,150579,260712,1979490296,79311,2085532,,,
2023-12-27,130070450803,273450971,91259214,2074887775,150579,260712,1979490296,79311,2085532,,,
2023-12-28,130340310466,272609590,91261439,2074887775,150579,260712,1979490296,79311,2085532,,,
2023-12-29,130349283453,273005352,91265009,2074887132,150579,260712,1979490296,79311,2085532,,,
2023-12-30,130365505711,273237705,91251917,2074887132,150579,260712,1979490296,79311,2085532,,,
2023-12-31,130304586011,273055344,91260969,2074887132,150579,260712,1979490296,79311,2085532,,,
2024-01-01,130132943228,272919221,91255701,2074887132,150579,260712,1979490296,79311,2085532,,,
2024-01-02,130277605167,272967132,91312773,2074887132,150579,260712,1979490296,79311,2085532,,,
2024-01-03,130797696640,271732495,91342764,2074887132,150579,260712,1979490296,79311,2085532,,,
2024-01-04,131344300767,272815709,91274238,2074887132,150579,260712,1979490296,79311,2085532,,,
2024-01-05,131787115464,272549887,91318444,2074887132,150579,260712,1979490296,79311,2085532,,,
2024-01-06,132389024906,271253938,91294895,2074887132,150579,260712,1979490296,79311,2085532,,,
2024-01-07,132661556328,271281485,91312330,2074887132,150579,260712,1979490296,79311,2085532,,,
2024-01-08,132707255350,271324155,91314406,2074887132,150579,260712,1979490296,79311,2085532,,,
2024-01-09,133057560662,271404400,91306177,2074887132,150579,270712,1979490296,79311,2085532,,,
2024-01-10,133150107563,266418940,91295976,2074887132,150579,270712,1979490296,79311,2085532,,,
2024-01-11,133323621307,268037142,91320831,2074887132,150579,270712,1979490296,79311,2085532,,,
2024-01-12,133606909055,266064639,91350567,2074887132,150579,270712,1979490296,79311,2085532,,,
2024-01-13,133063607848,265661225,91315148,2074887132,150579,270712,1979490296,79311,2035532,,,
2024-01-14,133690861849,266060107,91312294,2074887132,150579,358712,1979490296,79311,2035532,,,
2024-01-15,133655973137,266061922,91316392,2074887132,150579,358712,1979490296,79311,2035532,,,
2024-01-16,133595794533,266113763,91347680,2074887132,150579,358712,1979490296,79311,2035532,,,
2024-01-17,133520834105,266685713,91378867,2074887132,150579,358672,1979490296,79311,2035532,,,
2024-01-18,134142787406,265934823,91387290,2074887132,150579,358672,1979490296,79311,2035532,,,
2024-01-19,133516663240,264635648,91444259,2074887132,150579,358672,1979490296,79311,2035532,,,
2024-01-20,133095019390,263985438,91290298,2074887132,150579,358672,1979490296,79308,2035532,,,
2024-01-21,133157787014,263884999,91421141,2074887132,150579,358672,1979490296,79308,2035532,,,
2024-01-22,133627229133,264369647,91411026,2074887132,150579,358672,1979490296,79311,2035532,,,
2024-01-23,133632443260,264156153,91425666,2074887132,150579,358672,1979490296,79311,2035532,,,
2024-01-24,134322517621,264322841,91436460,2074881727,150579,358672,1979490296,79311,2035532,,,
2024-01-25,134428454725,266981930,91472894,2074881727,150579,358672,1979490296,79311,2035532,211178,,
2024-01-26,134563477880,268552321,91476098,2074881727,150579,358672,1979490296,79311,2035532,1241494,,
2024-01-27,134859248725,268672381,91625966,2074881727,150579,358672,1979490296,79311,2035532,1241494,,
2024-01-28,134918495797,268643090,91627436,2074881727,150579,358672,1979490296,79311,2035532,1241494,,
2024-01-29,134948740729,268607646,91630655,2074881727,150579,358672,1979490296,79311,2035532,1241494,,
2024-01-30,135190554358,268968831,91636317,2074881727,150579,358672,1979490296,79311,2035532,1241494,,
2024-01-31,135148780788,268547409,91652788,2074881727,150579,358672,1979490296,79311,2035532,1324219,,
2024-02-01,135345754905,269243635,91303696,2074881292,150579,358672,1979490296,79311,2035532,1324219,,
2024-02-02,135304890139,266977343,91643201,2074881554,150579,358672,1979490296,79311,2035532,1324219,,
2024-02-03,135420393837,268017118,91653486,2074881554,150579,358672,1979490296,79311,2035532,1324219,,
2024-02-04,135419056458,268166679,91661739,2074881554,150579,358672,1979490296,79311,2035532,1324219,,
2024-02-05,135469422267,268068159,91653007,2074881554,150579,358672,1979490296,79311,2035532,1324219,,
2024-02-06,135434403228,267137121,91662411,2074881269,150579,358672,1979490296,79311,2035532,1324219,,
2024-02-07,135623278370,268032112,91644246,2074778108,150579,358672,2500000000,79311,2035532,1324219,,
2024-02-08,135750931629,267787095,91644912,2074778057,150579,358672,2500000000,79311,2035532,1324219,,
2024-02-09,136110709915,268077260,91650670,2054783680,150579,358975,2500000000,79311,2035532,1324219,,
2024-02-10,136440559127,266774389,91678731,2074780474,150579,358975,2500000000,79311,2035532,1324219,,
2024-02-11,136618440994,266934311,91684759,2074780413,150579,358975,2500000000,79311,2035532,1324219,,
2024-02-12,136742574643,266534275,91666918,2054783680,150579,359131,2500000000,79311,2035532,1324219,,
2024-02-13,136501849160,266580910,91692107,2074862538,150579,359131,2500000000,79311,2035532,1324219,,
2024-02-14,136701164571,266807034,91765582,2074760857,150579,359131,2500000000,79311,2035532,1349219,,
2024-02-15,137046709635,266832494,91789348,2074757796,150579,359131,2500000000,79311,2035532,1349219,,
2024-02-16,137537108509,266141690,91799080,2074758924,150579,359131,2500000000,79311,2035532,1349219,,
2024-02-17,137750903308,265949757,91758042,2074758542,150579,359131,2500000000,79311,2035532,1349219,,
2024-02-18,137899380232,265882182,91809938,2074759526,150579,359131,2500000000,79311,2035532,1349219,,
2024-02-19,137905011923,265842021,91888334,2074757689,150579,359131,2500000000,79311,2035532,1349219,,
2024-02-20,137961080744,266145584,91908424,2074722954,150579,359131,2500000000,79311,2035532,1349219,,
2024-02-21,138043388626,266460039,91896867,2074724812,150579,359131,2500000000,79311,2035532,1349219,,
2024-02-22,138200989798,266865748,91898398,2074738060,150579,359131,2500000000,79311,2035532,1349219,,
2024-02-23,138415279323,266042887,91918244,2074747597,150579,359131,2500000000,79311,2035532,1349219,,
2024-02-24,138765756281,266137556,91924546,2074746539,150579,359131,2500000000,79311,2035532,1349219,,
2024-02-25,138837935026,266070328,91918302,2074771124,150579,359131,2500000000,79311,2035532,1349219,,
2024-02-26,138883364731,266141449,91971296,2074775159,150579,359131,2500000000,79311,2035532,1349219,,
2024-02-27,139392997774,265068477,91979929,2074777186,150579,359131,2500000000,79311,2035532,1349219,,
2024-02-28,139660364175,265267113,91988694,2074777057,150579,359131,2500000000,79311,2035532,1349219,,
2024-02-29,140286227895,265971909,91978928,2074776892,150579,359131,2500000000,79311,2035532,1347219,,
2024-03-01,140641407520,266195405,92047565,2051218998,150579,359131,2700000000,79311,2035532,1347219,,
2024-03-02,141152703025,265168620,88271678,2074776818,150579,359131,2700000000,79311,2035532,1347219,,
2024-03-03,141402119915,265297764,88262159,2074778088,150579,359131,2700000000,79311,2035532,1347219,,
2024-03-04,141498699044,264650206,88185394,2074778392,150579,362931,2700000000,79311,2035532,1347219,,
2024-03-05,141886697962,264053505,88219393,2074778596,150579,362931,2700000000,79311,2035532,1347219,,
2024-03-06,142003437290,260728181,88238843,2074779298,150579,362931,2900000000,79311,2035532,1347219,2255456,
2024-03-07,142671096836,262740673,92701862,2074777118,150579,362931,2900000000,79311,2035532,1348219,2255456,
2024-03-08,142741539350,261502341,92870355,2074777142,150579,362931,2900000000,79311,2035532,1348219,2257862,
2024-03-09,143952758737,262205383,92889200,2074777224,150579,362931,2900000000,79311,2035532,1348219,2257862,
2024-03-10,144227685159,262204249,92946501,2074777054,150579,362931,2900000000,79311,2035532,1348219,2257862,
2024-03-11,144742831556,262240066,100124156,2074777752,150579,362931,2900000000,79311,2035532,1348219,2257862,
2024-03-12,145522855589,261625752,100029339,2074777572,150579,362931,2900000000,79311,2035532,1348219,2444959,
2024-03-13,145568468599,261819847,100178321,2074777835,150579,366731,2900000000,79311,2035532,1348219,2495473,
2024-03-14,146246446010,261397031,100251325,2074777031,150579,366731,2900000000,79311,2035532,1348219,1934353,
2024-03-15,146304042580,260665403,100147473,2074778391,150579,366731,2900000000,79311,2035532,1348219,1885353,
2024-03-16,146379060569,249970051,100078488,2074778662,150579,366731,2900000000,79311,2035532,1348219,1892353,
2024-03-17,146596536238,250325885,99987428,2074779125,121639,366731,2900000000,79311,2035532,1348219,1892353,
2024-03-18,146495658134,250546536,99996934,2074779369,121639,366731,2900000000,79311,2035532,1348219,1892353,
2024-03-19,147135432463,250379626,99986821,2074585231,121639,366731,2900000000,79311,2035532,1344670,2190195,
2024-03-20,146982181677,250366280,99952612,2074571600,121639,366731,2900000000,79311,2035532,1348219,2138179,
2024-03-21,147033659829,251424888,99991312,2188261059,121639,366731,3100000000,79311,2035532,1339322,2183679,
2024-03-22,147651098377,251880310,99805779,2188242652,121639,366731,3100000000,79311,2035532,1341137,2183679,
2024-03-23,147896141393,251381579,99804710,2238575262,121639,366731,3100000000,79311,2035532,1348219,2208889,
2024-03-24,148011316539,251722620,99733096,2238569957,121639,366731,3100000000,79311,2035532,1348219,2208889,
2024-03-25,148095345700,251979261,99780583,2238517784,121639,366731,3100000000,79311,2035532,1348219,2208889,
2024-03-26,149268916735,251739825,99824760,2238519259,121639,366731,3100000000,79311,2035532,1348219,2320923,
2024-03-27,149544384809,251649909,99790600,2238507632,121639,366731,3100000000,79311,2035532,1358866,2229015,
2024-03-28,149385298329,252314738,99816433,2238507766,121639,366731,3100000000,79311,2035532,1348219,2287271,
2024-03-29,149837868988,252241683,99834173,2238507070,121639,366731,3100000000,79311,2035532,1368219,2323890,
2024-03-30,150054261120,249941110,99772419,2238506863,121639,366731,3100000000,79311,2035532,1368219,2323890,
2024-03-31,150059072935,249146458,99774198,2238506889,121639,366731,3100000000,79311,2035532,1368219,2323890,
2024-04-01,149978141974,248393492,99798134,2238507734,121639,366731,3100000000,79311,2035532,1368219,2323890,
2024-04-02,150521190029,248622382,99608933,2238508191,121639,366731,3100000000,79311,1935532,1363258,2323890,
2024-04-03,151410244622,248307685,99582163,2238508626,121639,366731,3100000000,79311,2035532,1368219,2452707,
2024-04-04,152451654462,248777827,99403553,2238507952,121639,366731,3100000000,79311,2035532,1313219,2316560,
2024-04-05,153482834901,243694705,99431854,2238506266,121639,366731,3100000000,79311,2035532,1339219,2544655,
2024-04-06,154337349589,244149280,99493370,2238506033,121639,362931,3100000000,79311,2035532,1339219,2544655,
2024-04-07,154543489713,244205622,99205758,2238507557,121639,362931,3100000000,79311,2035532,1339219,2544655,
2024-04-08,154524867877,243627560,99187618,2238509443,121639,362931,3100000000,79311,2035532,1339219,2544655,
2024-04-09,154290358028,243718212,99202154,2238509463,121639,362931,3100000000,79311,2035532,1339219,2192247,
2024-04-10,153979617153,242055192,94058331,2238259595,121639,362931,3100000000,79311,2035532,1339219,1752831,
2024-04-11,153986054480,244947106,98909479,2238259660,121639,370781,3100000000,79311,2035532,1339219,1758965,
2024-04-12,154152494758,242653544,98924102,2400621397,121639,370781,3100000000,79311,2035532,1339219,1789621,
2024-04-13,154644247058,242484146,98590976,2400622144,121639,370781,3100000000,79311,2035532,1339319,1777838,
2024-04-14,155494113743,243199739,98402370,2400622487,121639,366931,3100000000,79311,2035532,1339319,1777838,
2024-04-15,155408864633,243386530,96736255,2400547826,121639,366931,3100000000,79311,2035532,1339319,1777838,
2024-04-16,155834204377,241353351,96653673,2400547972,121639,366931,3100000000,79311,2035532,1339319,1880304,
2024-04-17,156746664521,241217011,96783988,2401014359,121639,372706,3100000000,79311,2035532,1339319,1515145,
2024-04-18,154704398727,246886579,96716847,2401014468,121639,372706,3100000000,79311,2035532,1339319,1515595,
2024-04-19,157706828407,244863006,96860187,2327014425,121639,372706,3100000000,79311,2035532,1339319,1515595,
2024-04-20,156529188716,242544524,96748213,2327264096,121639,372706,3100000000,79311,2035532,1339319,1539065,
2024-04-21,156617149530,235021991,100237071,2339263832,121639,372705,3100000000,79311,2035532,1339319,1539065,
2024-04-22,158901234532,235056957,100207253,2301116346,121639,372704,3100000000,79311,2035532,1339319,1539065,
2024-04-23,159334754022,234592592,100080588,2336272744,121639,372704,3100000000,79311,2035532,1299443,1709378,
2024-04-24,159341859759,234348863,100385610,2336234882,121639,372704,3100000000,79311,2035532,1365433,1709378,
2024-04-25,159846852261,234334410,100251239,2336271375,121639,372704,3100000000,79311,1935532,1365433,1709378,
2024-04-26,159896021774,233886203,101175736,2297292436,121639,372704,3100000000,79311,1935532,1365433,1709378,
2024-04-27,159884964292,233939665,101156621,2332518967,121639,372704,3100000000,79311,1935532,1365433,1722153,
2024-04-28,159962716081,233367617,101142391,2332518978,121639,372704,3100000000,79311,1935532,1365433,1722153,
2024-04-29,159949318511,233282210,101282983,2332519047,121639,372704,3100000000,79311,1935532,1365433,1722153,
2024-04-30,159737334730,233903722,101247437,2333119312,121639,372704,3100000000,79311,1935532,1365433,1747153,
2024-05-01,159791137533,234436236,104325503,2332819479,121639,372704,3100000000,79311,1935532,1365433,1880025,
2024-05-02,159560241825,233043680,104819877,2336682646,121639,372704,3100000000,79311,1935532,1365433,1794725,
2024-05-03,159495564234,231769039,104817905,2336682920,121639,372704,3100000000,20021,1935532,6368433,1834417,
2024-05-04,159936220025,230815426,104811485,2301525506,121639,372704,3100000000,20021,2135532,6368433,1702441,
2024-05-05,160308378837,230672147,104412993,2336682671,121639,372704,3100000000,20021,2135532,6368433,1702441,
2024-05-06,160355961075,230619180,104450027,2336682714,121639,372704,3100000000,20021,2135532,6368433,1702441,
2024-05-07,160458764837,228277099,104462444,2336682633,121639,372704,3100000000,20021,2135532,6368433,1702441,
2024-05-08,160454497416,227803215,104429501,2336762712,121639,372704,3100000000,3992,2135532,6368433,1702441,
2024-05-09,160296506338,226974170,104421209,2301605506,121639,372704,3100000000,3992,2135532,6368433,1712441,
2024-05-10,160278588399,227483322,104502509,2301605506,121639,382704,3100000000,3992,2135532,6368433,1720441,
2024-05-11,160185593662,226430391,104471902,2301605506,121639,382704,3100000000,3992,2135532,6368433,1690976,
2024-05-12,160208930162,226714890,104460278,2336763993,121639,382704,3100000000,3992,2135532,6368433,1690976,
2024-05-13,160209330352,226597912,104415506,2336763991,121639,382704,3100000000,3992,2135532,6368433,1690976,
2024-05-14,160269867734,226263269,104409665,2301605506,121639,382704,3100000000,3992,2135532,6368433,1695441,
2024-05-15,160062557414,227387138,104370830,2301605506,121639,382704,3100000000,3992,2135532,6368433,1700541,
2024-05-16,160619677784,226168329,104447037,2301558506,121639,382704,3100000000,3992,2135532,6368433,1695550,
2024-05-17,160767994359,225292340,104437794,2301593506,121639,382704,3100000000,3992,2135532,6368433,1695550,
2024-05-18,161041613654,223685257,104423000,2336751666,121639,382704,3100000000,3992,2035532,6368433,1703070,
2024-05-19,161326424530,223657604,104357446,2336751668,121639,382704,3100000000,3992,2035532,6368433,1703070,
2024-05-20,161307960450,223536139,104363001,2336751763,121639,382704,3100000000,3992,2035532,6368433,1703070,
2024-05-21,160991988661,218947709,101143836,2335685464,121639,382704,3100000000,3992,2035532,6368433,1703070,
2024-05-22,161064729644,218453874,101110252,2335685072,121639,382704,3100000000,3992,2035532,6368433,1794640,
2024-05-23,161109829152,218538164,101021985,2309085180,121639,382704,3100000000,3992,2035532,6368433,1794640,
2024-05-24,160921018590,222411972,100950766,2273829376,121639,382704,3100000000,3992,2035532,6368433,1801710,
2024-05-25,161070698435,222575975,100939283,2308987562,121639,382704,3100000000,3992,2035532,6368433,1801710,
2024-05-26,161053020934,222631356,100954871,2308987434,121639,382704,3100000000,3992,2035532,6368433,1801710,
2024-05-27,160967342255,222483154,100952836,2313067466,121639,382704,3100000000,3992,2035532,6368433,1801710,
2024-05-28,160987182568,222803949,100956722,2313067480,121639,382704,3100000000,3992,2035532,6368433,1679271,
2024-05-29,160678722696,223469395,100978946,2313067635,121639,382704,3100000000,3992,1835532,6368433,1862329,
2024-05-30,160315741245,223903574,100927809,2313067650,121639,382704,3100000000,3992,2135532,6368433,1862329,
2024-05-31,160450999941,224679068,101012819,2277909376,121639,382704,3100000000,3992,2135532,6368433,1691653,
2024-06-01,160585184002,225278424,100976903,2286909376,121639,382704,3100000000,3992,2135532,6405785,1691653,
2024-06-02,160636937291,225263516,100939316,2286909376,121639,382704,3100000000,3992,2135532,6405785,1691653,
2024-06-03,160569932563,225413456,100962566,2322067748,121639,382704,3100000000,3992,2035532,6405785,1691653,
2024-06-04,160896776233,214095897,101011184,2322065700,121639,382704,3100000000,3992,2035532,6405785,1691653,
2024-06-05,160978401985,214289782,101067547,2322065949,121639,382704,3100000000,3992,2035532,6405885,1677283,
2024-06-06,161293595238,215293097,100474374,2322065787,121639,382704,3100000000,3992,2035532,6405810,1677283,
2024-06-07,161465836170,221655540,100465803,2322065906,121639,382704,3100000000,3992,1985532,6405960,1631850,
