date,peggedUSD,peggedEUR,peggedVAR,peggedJPY,peggedCNY,peggedUAH,peggedARS,peggedGBP,peggedCAD,peggedCHF,peggedAUD,peggedREAL
2022-04-10,187002608572,519378047,33471768,,,,,,,,,
2022-04-11,187203653102,519104422,33441767,,,,,,,,,
2022-04-12,186411396486,518437288,33285247,,,,,,,,,
2022-04-13,186532539244,513375742,34153872,,,,,,,,,
2022-04-14,185975237444,512521939,36461550,,,,,,,,,
2022-04-15,186102751021,522161861,35302416,,,,,,,,,
2022-04-16,186104580476,521890276,35659497,,,,,,,,,
2022-04-17,186179806349,521859816,33686166,,,,,,,,,
2022-04-18,186225491124,522488976,33504421,,,,,,,,,
2022-04-19,186054487626,521362293,33520798,,,,,,,,,
2022-04-20,186323654662,521533416,33686378,,,,,,,,,
2022-04-21,186449500298,518473157,46544329,,,,,,,,,
2022-04-22,186736181542,506898971,56789328,,,,,,,,,
2022-04-23,187125020738,503634165,57518942,,,,,,,,,
2022-04-24,187216994504,503650093,57614798,,,,,,,,,
2022-04-25,187326148873,503585055,56975836,,,,,,,,,
2022-04-26,187303667195,497289678,56758393,,,,,,,,,
2022-04-27,186854726324,498198964,56764197,,,,,,,,,
2022-04-28,186898136751,499565276,56730082,,,,,,,,,
2022-04-29,186772800780,501643203,54956481,,,,,,,,,
2022-04-30,187094465743,500768379,54823862,,,,,,,,,
2022-05-01,187151922276,500593509,54621432,,,,,,,,,
2022-05-02,187122708872,500662487,54285022,,,,,,,,,
2022-05-03,186962017126,501119817,43922144,,,,,,,,,
2022-05-04,186997135179,501005407,44252401,,,,,,,,,
2022-05-05,186532371888,498962177,44169901,,,,,,,,,
2022-05-06,186704093288,481854043,41701770,,,,,,,,,
2022-05-07,186072197285,482882651,41597586,,,,,,,,,
2022-05-08,185899981857,482767121,42477270,,,,,,,,,
2022-05-09,184983158393,478171693,41937286,,,,,,,,,
2022-05-10,181226673765,475260819,40856365,,,,,,,,,
2022-05-11,178304685261,469803623,40854739,,,,,,,,,
2022-05-12,160537619501,446235880,34862536,,,,,,,,,
2022-05-13,160005533903,448032710,34718143,,,,,,,,,
2022-05-14,158678782694,447770264,35263272,,,,,,,,,
2022-05-15,158121287352,448709743,35089631,,,,,,,,,
2022-05-16,158202220386,454029819,35603254,,,,,,,,,
2022-05-17,159548765616,453301195,38760707,,,,,,,,,
2022-05-18,158421100883,449576285,43115920,,,,,,,,,
2022-05-19,158653531752,444899051,43788906,,,,,,,,,
2022-05-20,159296499368,443706065,47468813,,,,,,,,,
2022-05-21,158547767003,446530693,51749265,,,,,,,,,
2022-05-22,158636729539,446422005,52504824,,,,,,,,,
2022-05-23,158730728457,440864843,53218024,,,,,,,,,
2022-05-24,158830257540,439102429,53259420,,,,,,,,,
2022-05-25,158983186400,438824695,53557043,,,,,,,,,
2022-05-26,159126720808,443627326,54393570,,,,,,,,,
2022-05-27,158728585171,443352027,54938959,,,,,,,,,
2022-05-28,158290179102,446954356,57010360,,,,,,,,,
2022-05-29,158475525385,446939010,57038061,,,,,,,,,
2022-05-30,158323705678,445520753,66946390,,,,,,,,,
2022-05-31,158854405336,446244312,67513079,,,,,,,,,
2022-06-01,159415434134,445568077,67645406,,,,,,,,,
2022-06-02,160388389243,445610510,67541813,,,,,,,,,
2022-06-03,159481940621,443240001,68091756,,,,,,,,,
2022-06-04,159473751528,442413221,68110457,,,,,,,,,
2022-06-05,159439503814,442401049,68094985,,,,,,,,,
2022-06-06,159450417077,441564240,68325429,,,,,,,,,
2022-06-07,159247056375,442241380,68039002,,,,,,,,,
2022-06-08,159139493405,440823780,68177067,,,,,,,,,
2022-06-09,159087240209,440126668,68392908,,,,,,,,,
2022-06-10,159145264950,443039555,69189899,,,,,,,,,
2022-06-11,158694225282,444355573,68840539,,,,,,,,,
2022-06-12,158449181216,444191533,68272985,,,,,,,,,
2022-06-13,158124134351,441747338,66961307,,,,,,,,,
2022-06-14,157005312288,434130180,65921651,,,,,,,,,
2022-06-15,156041612482,429909927,64754732,,,,,,,,,
2022-06-16,155254935205,426026983,64448554,,,,,,,,,
2022-06-17,154684972733,423691105,64231841,,,,,,,,,
2022-06-18,154167740764,420933320,64349913,,,,,,,,,
2022-06-19,154263565291,416449168,64273920,,,,,,,,,
2022-06-20,154040647187,414104596,64335520,,,,,,,,,
2022-06-21,153405317921,413126463,64082896,,,,,,,,,
2022-06-22,153494704289,412891882,64140136,,,,,,,,,
2022-06-23,153399442705,412337116,64155818,,,,,,,,,
2022-06-24,153065868648,414468372,64177622,,,,,,,,,
2022-06-25,153061527039,412534604,63919264,,,,,,,,,
2022-06-26,153241207679,412504116,64036312,,,,,,,,,
2022-06-27,153233785752,412437057,64124361,,,,,,,,,
2022-06-28,153000364020,411476179,64136819,,,,,,,,,
2022-06-29,152950162915,411826612,64133879,,,,,,,,,
2022-06-30,152872706597,412043632,63362816,,,,,,,,,
2022-07-01,152683970491,408796180,86997012,,,,,,,,,
2022-07-02,153427494002,409524899,86938749,,,,,,,,,
2022-07-03,153399970006,409518884,87073763,,,,,,,,,
2022-07-04,153284934758,409250785,87759504,,,,,,,,,
2022-07-05,153345451530,409606515,88161949,,,,,,,,,
2022-07-06,153284208936,281245273,88178014,,,,,,,,,
2022-07-07,153035357270,282217712,61883752,,,,,,,,,
2022-07-08,152845387915,280661499,61987673,,,,,,,,,
2022-07-09,152939478220,280479617,61794787,,,,,,,,,
2022-07-10,153009979061,280478750,61761165,,,,,,,,,
2022-07-11,152827757067,271285010,71774168,,,,,,,,,
2022-07-12,152996848627,271538302,71778930,,,,,,,,,
2022-07-13,152681147378,271727344,70929464,,,,,,,,,
2022-07-14,152797022506,271392092,70925110,,,,,,,,,
2022-07-15,152850941721,270666644,70931190,,,,,,,,,
2022-07-16,152301573405,269907755,70951475,,,,,,,,,
2022-07-17,152325099486,271177212,71021029,,,,,,,,,
2022-07-18,152448503779,271909038,71045696,,,,,,,,,
2022-07-19,152703056681,274067080,70960218,,,,,,,,,
2022-07-20,152593976598,273399247,80732797,,,,,,,,,
2022-07-21,152762235278,277339232,80744206,,,,,,,,,
2022-07-22,152708520511,277721808,80875450,,,,,,,,,
2022-07-23,152844633711,278385988,80851777,,,,,,,,,
2022-07-24,152943190834,278412749,80838072,,,,,,,,,
2022-07-25,152932936546,278798331,80774680,,,,,,,,,
2022-07-26,152917301228,278375564,80738309,,,,,,,,,
2022-07-27,152788341683,279611462,80584428,,,,,,,,,
2022-07-28,152910654423,279649648,80602522,,,,,,,,,
2022-07-29,152698048419,279804920,85251894,,,,,,,,,
2022-07-30,152823393095,279542761,85315705,,,,,,,,,
2022-07-31,152826936117,279948960,85367280,,,,,,,,,
2022-08-01,152817594905,279930633,85367740,,,,,,,,,
2022-08-02,153093686373,279360972,85295144,,,,,,,,,
2022-08-03,153007868290,278713604,86203330,,,,,,,,,
2022-08-04,152980044860,258901313,85246629,,,,,,,,,
2022-08-05,152921971937,258278784,85185408,,,,,,,,,
2022-08-06,153097891779,257385163,75188128,,,,,,,,,
2022-08-07,153128003451,257718035,64261512,,,,,,,,,
2022-08-08,153055721048,257858287,64274428,,,,,,,,,
2022-08-09,152826070303,261030888,64242408,,,,,,,,,
2022-08-10,152747500072,407371061,64449835,,,,,,,,,
2022-08-11,153025563656,365128432,63678630,,,,,,,,,
2022-08-12,152972057827,358839810,63752466,,,,,,,,,
2022-08-13,152792093401,358879416,63722810,,,,,,,,,
2022-08-14,153037411751,358852327,63820852,,,,,,,,,
2022-08-15,152537087385,258949508,64835077,,,,,,,,,
2022-08-16,152846785640,259595447,64705610,,,,,,,,,
2022-08-17,152711071996,259918028,64753443,,,,,,,,,
2022-08-18,152691920803,263367390,64801256,,,,,,,,,
2022-08-19,152477326032,294227872,64917037,,,,,,,,,
2022-08-20,152362260185,327570792,64862551,,,,,,,,,
2022-08-21,152270400829,327569215,64830565,,,,,,,,,
2022-08-22,152245000573,327408625,64830839,,,,,,,,,
2022-08-23,152041615388,327815120,64856753,,,,,,,,,
2022-08-24,152170678613,326575139,64836266,,,,,,,,,
2022-08-25,152185442292,326086483,64841313,,,,,,,,,
2022-08-26,152233643028,326023438,66752321,,,,,,,,,
2022-08-27,152297729898,325841346,66726379,,,,,,,,,
2022-08-28,152351761974,326516965,66653430,,,,,,,,,
2022-08-29,152144101946,326560277,66526510,,,,,,,,,
2022-08-30,152295937618,327315765,80713491,,,,,,,,,
2022-08-31,152611401534,326736096,81013297,,,,,,,,,
2022-09-01,152415746960,326696044,83029855,,,,,,,,,
2022-09-02,152349034405,342449592,83034328,,,,,,,,,
2022-09-03,152159812145,341755756,82985876,,,,,,,,,
2022-09-04,152185409511,341740634,83047216,,,,,,,,,
2022-09-05,152011071613,342016378,83042285,,,,,,,,,
2022-09-06,151943086950,342439646,82992278,,,,,,,,,
2022-09-07,151955991728,342113891,80585278,,,,,,,,,
2022-09-08,152053956252,340684056,80717003,,,,,,,,,
2022-09-09,152207431395,339991980,80716722,,,,,,,,,
2022-09-10,152312491811,338433946,81293618,,,,,,,,,
2022-09-11,152410395445,338309394,81338931,,,,,,,,,
2022-09-12,152409364573,337807976,81331323,,,,,,,,,
2022-09-13,152382454143,337838657,81325555,,,,,,,,,
2022-09-14,152386513488,338082063,81308091,,,,,,,,,
2022-09-15,152039891435,337517267,81134189,,,,,,,,,
2022-09-16,151801175715,337112150,81087644,,,,,,,,,
2022-09-17,151674918156,335228979,81039473,,,,,,,,,
2022-09-18,151720567144,334728352,81208982,,,,,,,,,
2022-09-19,151683917082,334333975,81192875,,,,,,,,,
2022-09-20,151816393277,333819085,76467116,,,,,,,,,
2022-09-21,152058295641,334259675,76466409,,,,,,,,,
2022-09-22,151894828584,335062055,76460098,,,,,,,,,
2022-09-23,151891281872,331752991,76443794,,,,,,,,,
2022-09-24,151677305146,334736625,76426702,,,,,,,,,
2022-09-25,151651297440,334668622,76447680,,,,,,,,,
2022-09-26,151368014958,334260081,76453174,,,,,,,,,
2022-09-27,150581018708,335035937,76440192,,,,,,,,,
2022-09-28,150489559988,335117484,76501413,,,,,,,,,
2022-09-29,149990504524,334007907,76487188,,,,,,,,,
2022-09-30,149499369943,330133189,76489288,,,,,,,,,
2022-10-01,148247347138,330278650,76212472,,,,,,,,,
2022-10-02,148253624203,330236530,76191922,,,,,,,,,
2022-10-03,148290251208,329910575,76158709,,,,,,,,,
2022-10-04,148065629143,330282027,76158328,,,,,,,,,
2022-10-05,148022348683,328945140,76170231,,,,,,,,,
2022-10-06,148084306312,330128822,76199132,,,,,,,,,
2022-10-07,148134434222,331990561,76199618,,,,,,,,,
2022-10-08,148314955929,332980511,76193676,,,,,,,,,
2022-10-09,148308687915,332999139,76222042,,,,,,,,,
2022-10-10,148299364397,332983342,76220185,,,,,,,,,
2022-10-11,148115510403,333451975,76220721,,,,,,,,,
2022-10-12,148016544693,332974166,76211130,,,,,,,,,
2022-10-13,147507682090,333000461,76201630,,,,,,,,,
2022-10-14,147090907234,333528903,76124043,,,,,,,,,
2022-10-15,146665786788,333763017,76096078,,,,,,,,,
2022-10-16,146649046663,333748783,76088362,,,,,,,,,
2022-10-17,146568433259,333758142,76089848,,,,,,,,,
2022-10-18,146375527995,330262532,72762201,,,,,,,,,
2022-10-19,146284731120,330385224,72841055,,,,,,,,,
2022-10-20,146192513290,330117093,72837539,,,,,,,,,
2022-10-21,145793579384,329960722,72877539,,,,,,,,,
2022-10-22,145582793789,328653104,72886414,,,,,,,,,
2022-10-23,145647085357,328689252,72890838,,,,,,,,,
2022-10-24,145685546357,328583432,72886012,,,,,,,,,
2022-10-25,145349154018,328666947,72887813,,,,,,,,,
2022-10-26,145239672119,328459999,72926186,,,,,,,,,
2022-10-27,145408854503,327757091,73008716,,,,,,,,,
2022-10-28,145339765736,327081362,72895880,,,,,,,,,
2022-10-29,145503248971,326690770,72896103,,,,,,,,,
2022-10-30,145601364670,326432190,72912704,,,,,,,,,
2022-10-31,145740843672,326556873,72915631,,,,,,,,,
2022-11-01,145353121753,327029560,73046079,,,,,,,,,
2022-11-02,145392677978,325999735,73051158,,,,,,,,,
2022-11-03,145260160757,326199596,73053598,,,,,,,,,
2022-11-04,145384631560,327413162,73052098,,,,,,,,,
2022-11-05,145567961467,327108556,73636855,,,,,,,,,
2022-11-06,145603069949,327054684,73896760,,,,,,,,,
2022-11-07,146010009605,327803841,75818569,,,,,,,,,
2022-11-08,146993704011,326057869,75818569,,,,,,,,,
2022-11-09,147256809778,322925878,75548726,,,,,,,,,
2022-11-10,145506489356,323558243,74957807,,,,,,,,,
2022-11-11,145999235593,318957899,74907049,,,,,,,,,
2022-11-12,145887113216,316419083,74915357,,,,,,,,,
2022-11-13,145218471298,275405783,74909932,,,,,,,,,
2022-11-14,145042955456,274650775,74806442,,,,,,,,,
2022-11-15,144884182956,259270165,74702291,,,,,,,,,
2022-11-16,144900892337,256957366,74662762,,,,,,,,,
2022-11-17,144487426641,254550152,74244286,,,,,,,,,
2022-11-18,144096181023,252797413,74244286,,,,,,,,,
2022-11-19,144327818220,252141151,74237330,,,,,,,,,
2022-11-20,144297288775,222671010,74212657,,,,,,,,,
2022-11-21,144367982011,251382759,74201787,,,,,,,,,
2022-11-22,143511938135,220912294,73837607,,,,,,,,,
2022-11-23,143490296292,220519107,73781210,,,,,,,,,
2022-11-24,142891062478,219735339,73831950,,,,,,,,,
2022-11-25,143112788176,219800560,73862513,,,,,,,,,
2022-11-26,142756642497,219015619,73965786,,,,,,,,,
2022-11-27,142978354993,219149205,73966516,,,,,,,,,
2022-11-28,142955653873,219171640,73960267,,,,,,,,,
2022-11-29,141918243373,217907066,74122117,,,,,,,,,
2022-11-30,141295586476,217775475,70235542,,,,,,,,,
2022-12-01,141118908989,216711819,70344718,,,,,,,,,
2022-12-02,140961843705,215156743,70363879,,,,,,,,,
2022-12-03,141219846971,214659428,73206633,,,,,,,,,
2022-12-04,141387010836,214655649,73691283,,,,,,,,,
2022-12-05,141501518333,214509931,73716015,,,,,,,,,
2022-12-06,141254833285,214364807,73768115,,,,,,,,,
2022-12-07,141123057709,213635198,73617651,,,,,,,,,
2022-12-08,140958965177,213178036,73616689,,,,,,,,,
2022-12-09,140888652313,213018345,74356567,,,,,,,,,
2022-12-10,140823262370,211716604,74356567,,,,,,,,,
2022-12-11,140873964494,211715344,74362234,,,,,,,,,
2022-12-12,140976654324,210399884,74362997,,,,,,,,,
2022-12-13,140635844225,254759295,74362997,,,,,,,,,
2022-12-14,140293745314,255597957,74362997,,,,,,,,,
2022-12-15,140030225524,253699144,74368958,,,,,,,,,
2022-12-16,140073082624,252404148,74344294,,,,,,,,,
2022-12-17,139613898546,252626849,74268315,,,,,,,,,
2022-12-18,139771304270,252685677,74260638,,,,,,,,,
2022-12-19,139804535074,252668160,74259855,,,,,,,,,
2022-12-20,139460895092,252527108,74259857,,,,,,,,,
2022-12-21,139193694867,251998948,74262996,,,,,,,,,
2022-12-22,138974775015,252139606,74263090,,,,,,,,,
2022-12-23,138827363174,252935267,74288997,,,,,,,,,
2022-12-24,138315572588,252803821,74354597,,,,,,,,,
2022-12-25,138366922989,252784758,74348253,,,,,,,,,
2022-12-26,138373010658,252789748,74328135,,,,,,,,,
2022-12-27,138370292377,252260215,75576862,,,,,,,,,
2022-12-28,137923364074,249998290,75246711,,,,,,,,,
2022-12-29,137980934806,229675124,75938480,,,,,,,,,
2022-12-30,137897915812,228227699,76308671,,,,,,,,,
2022-12-31,137772999332,227846991,77701205,,,,,,,,,
2023-01-01,137643649043,227334366,77701142,,,,,,,,,
2023-01-02,137741379488,227121882,77344758,,,,,,,,,
2023-01-03,137736452932,228042282,83288363,,,,,,,,,
2023-01-04,137395117407,229325197,83286827,,,,,,,,,
2023-01-05,137340594438,226711501,83296863,,,,,,,,,
2023-01-06,137056343974,225322776,83304622,,,,,,,,,
2023-01-07,136736597753,225190906,83313689,,,,,,,,,
2023-01-08,136861755421,225172596,83325474,,,,,,,,,
2023-01-09,136817408496,225152347,83517288,,,,,,,,,
2023-01-10,136586952694,224230145,83698840,,,,,,,,,
2023-01-11,136762232215,223863520,83734103,,,,,,,,,
2023-01-12,136819315523,223300928,83748515,,,,,,,,,
2023-01-13,136922671961,223378831,83777290,,,,,,,,,
2023-01-14,136667609070,223114437,83684511,,,,,,,,,
2023-01-15,136864852683,222704275,83737947,,,,,,,,,
2023-01-16,137014702528,222217141,83973497,,,,,,,,,
2023-01-17,136957429023,222210374,83933236,,,,,,,,,
2023-01-18,136490229769,221474450,83943510,,,,,,,,,
2023-01-19,136400569064,221542454,83953510,,,,,,,,,
2023-01-20,136349714232,221237010,84445781,,,,,,,,,
2023-01-21,136513317637,221317171,84289909,,,,,,,,,
2023-01-22,136811494039,221432016,83906675,,,,,,,,,
2023-01-23,136877618980,221573497,86494646,,,,,,,,,
2023-01-24,136739957133,221892196,86353746,,,,,,,,,
2023-01-25,136736133474,221974226,86467960,,,,,,,,,
2023-01-26,137048839889,221833625,86494300,,,,,,,,,
2023-01-27,137202723373,222916585,86456699,,,,,,,,,
2023-01-28,137029704146,223047866,86304074,,,,,,,,,
2023-01-29,137175645380,223047144,86301766,,,,,,,,,
2023-01-30,137128516206,223165181,86794181,,,,,,,,,
2023-01-31,136823107512,223004352,87268025,,,,,,,,,
2023-02-01,136874211246,222907242,87261520,,,,,,,,,
2023-02-02,136839506640,222256729,87717551,,,,,,,,,
2023-02-03,137110506552,222234113,87697397,,,,,,,,,
2023-02-04,136840254598,222920409,87700297,,,,,,,,,
2023-02-05,136861413080,222939531,87660297,,,,,,,,,
2023-02-06,136902052790,223052974,87650453,,,,,,,,,
2023-02-07,136806552876,223403209,87655653,,,,,,,,,
2023-02-08,136643131937,188893282,87608233,,,,,,,,,
2023-02-09,136515656094,187740312,87653420,,,,,,,,,
2023-02-10,136372348048,188217391,87688361,,,,,,,,,
2023-02-11,136384786839,188364197,87644975,,,,,,,,,
2023-02-12,136375826781,188430013,87645004,,,,,,,,,
2023-02-13,136327642209,188475498,87640282,,,,,,,,,
2023-02-14,136404028569,187985214,87694994,,,,,,,,,
2023-02-15,136282074227,187720120,87584144,,,,,,,,,
2023-02-16,135903273153,187350185,87526846,,,,,,,,,
2023-02-17,136036739173,187055720,87528587,,,,,,,,,
2023-02-18,135976064404,186510187,87350873,,,,,,,,,
2023-02-19,135980063528,186306071,87355553,,,,,,,,,
2023-02-20,136027543649,186009873,87302092,,,,,,,,,
2023-02-21,135709536916,186300939,87284085,,,,,,,,,
2023-02-22,135476130605,186851898,87284144,,,,,,,,,
2023-02-23,135219631900,187653007,87364155,,,,,,,,,
2023-02-24,135070425471,191365584,87338315,,,,,,,,,
2023-02-25,135065800097,199416589,87130082,,,,,,,,,
2023-02-26,135180624013,199115973,87136177,,,,,,,,,
2023-02-27,135111278723,199027494,87136177,,,,,,,,,
2023-02-28,134810805569,201798156,87151417,,,,,,,,,
2023-03-01,134676962219,203186483,87121772,,,,,,,,,
2023-03-02,134499453644,203078384,87121772,,,,,,,,,
2023-03-03,134684680045,203166398,87121772,,,,,,,,,
2023-03-04,134709376994,202478507,87121662,,,,,,,,,
2023-03-05,134789401049,202484392,87121174,,,,,,,,,
2023-03-06,134856803048,202925740,87121174,,,,,,,,,
2023-03-07,134662394848,201409504,87118074,,,,,,,,,
2023-03-08,134688825666,200830702,87116105,,,,,,,,,
2023-03-09,134593166773,200355273,87115860,,,,,,,,,
2023-03-10,134594111301,200330021,87078856,,,,,,,,,
2023-03-11,134131864926,199695094,86905065,,,,,,,,,
2023-03-12,133515073829,192348559,87201561,,,,,,,,,
2023-03-13,134627137510,195214175,87237229,,,,,,,,,
2023-03-14,133453262058,188645698,87268566,,,,,,,,,
2023-03-15,132734506933,188214236,87243318,,,,,,,,,
2023-03-16,132405089810,188352548,87157762,,,,,,,,,
2023-03-17,132422626087,187944159,86945966,,,,,,,,,
2023-03-18,132541755521,187939680,86938228,,,,,,,,,
2023-03-19,132555540284,187926420,86937721,,,,,,,,,
2023-03-20,132392650839,187892179,86948885,,,,,,,,,
2023-03-21,132265174077,187857500,86968266,,,,,,,,,
2023-03-22,132701971824,188177493,86957934,,,,,,,,,
2023-03-23,132449498311,187567910,86967083,,,,,,,,,
2023-03-24,132817911353,187546495,86968910,,,,,,,,,
2023-03-25,132755948270,187855421,86975568,,,,,,,,,
2023-03-26,132807534197,293385470,86975501,,,,,,,,,
2023-03-27,132784834260,293357845,86975501,,,,,,,,,
2023-03-28,132401829848,293372508,93468544,,,,,,,,,
2023-03-29,132018892332,293336891,93464461,,,,,,,,,
2023-03-30,132045586766,293371916,93474065,,,,,,,,,
2023-03-31,131736578627,293052733,93450989,,,,,,,,,
2023-04-01,131406114074,292604461,93520989,,,,,,,,,
2023-04-02,131364794878,292627899,93540432,,,,,,,,,
2023-04-03,131513191844,292633782,93742731,,,,,,,,,
2023-04-04,132084297693,292482690,93670249,,,,,,,,,
2023-04-05,131558789758,292191165,93676753,,,,,,,,,
2023-04-06,131463875314,292682644,93705282,,,,,,,,,
2023-04-07,131684988210,292505381,93915108,,,,,,,,,
2023-04-08,131638552451,292757467,93988942,,,,,,,,,
2023-04-09,131661887967,292646253,93974417,,,,,,,,,
2023-04-10,131626572425,292588363,94050837,,,,,,,,,
2023-04-11,131604605355,292975738,94279874,,,,,,,,,
2023-04-12,131648795800,292587190,94357546,,,,,,,,,
2023-04-13,131392092230,292532243,94379915,,,,,,,,,
2023-04-14,131414810987,292176400,94582412,,,,,,,,,
2023-04-15,131479314717,294147807,94637447,,,,,,,,,
2023-04-16,131502000020,294206448,94736764,,,,,,,,,
2023-04-17,131493376559,294255150,94943312,,,,,,,,,
2023-04-18,131287563256,295636613,95003364,,,,,,,,,
2023-04-19,131148374016,297397718,94955996,,,,,,,,,
2023-04-20,131063482312,301830824,95041173,,,,,,,,,
2023-04-21,130959855862,303670756,95022736,,,,,,,,,
2023-04-22,129744888109,303001279,95147630,,,,,,,,,
2023-04-23,130536220263,302994502,95218091,,,,,,,,,
2023-04-24,130583530155,302789077,95227285,,,,,,,,,
2023-04-25,130553140013,302022093,95266688,,,,,,,,,
2023-04-26,130468961847,301244110,95314114,,,,,,,,,
2023-04-27,130456678131,301142994,95330689,,,,,,,,,
2023-04-28,130143080779,300566489,95355812,,,,,,,,,
2023-04-29,130097036379,300048961,95366224,,,,,,,,,
2023-04-30,130119248045,300060716,95378787,,,,,,,,,
2023-05-01,130142563143,300158462,95408994,,,,,,,,,
2023-05-02,130545275124,293499435,94924621,,,,,,,,,
2023-05-03,130401585639,294552536,94944869,,,,,,,,,
2023-05-04,130132398218,299936095,94943909,,,,,,,,,
2023-05-05,130087203100,291731704,94948330,,,,,,,,,
2023-05-06,130364368615,292027097,94950643,,,,,,,,,
2023-05-07,130374556779,292014847,95132239,,,,,,,,,
2023-05-08,130377839257,292019006,95137404,,,,,,,,,
2023-05-09,130327486700,292140727,95175966,,,,,,,,,
2023-05-10,130250938922,292322230,95184955,,,,,,,,,
2023-05-11,130344813779,292830691,95194995,,,,,,,,,
2023-05-12,130201555838,293225198,95137995,,,,,,,,,
2023-05-13,130197728106,293512914,95090013,,,,,,,,,
2023-05-14,130203169321,293465966,95046292,,,,,,,,,
2023-05-15,130183728500,293976036,94780459,,,,,,,,,
2023-05-16,130050282819,293692208,94813424,,,,,,,,,
2023-05-17,129974881451,293665012,94814349,,,,,,,,,
2023-05-18,129809037802,294338357,94633249,,,,,,,,,
2023-05-19,129915128039,295254046,94496605,,,,,,,,,
2023-05-20,129801056238,296067789,94442245,,,,,,,,,
2023-05-21,129794531283,296188276,94280078,,,,,,,,,
2023-05-22,129803742968,296352881,94140105,,,,,,,,,
2023-05-23,129681928715,295717337,94130062,,,,,,,,,
2023-05-24,129536755428,294973646,94068727,,,,,,,,,
2023-05-25,129266262871,294734537,94074010,,,,,,,,,
2023-05-26,129184352798,295111454,93999807,,,,,,,,,
2023-05-27,129221738753,295283708,93977801,,,,,,,,,
2023-05-28,129220442843,295325953,93816010,,,,,,,,,
2023-05-29,129204686281,295257681,93896969,,,,,,,,,
2023-05-30,129304757124,295980927,94105990,,,,,,,,,
2023-05-31,129251146605,295621566,94113772,,,,,,,,,
2023-06-01,129075156017,296241791,94168365,,,,,,,,,
2023-06-02,129129149269,295857040,94085665,,,,,,,,,
2023-06-03,129041347533,295791096,94116420,,,,,,,,,
2023-06-04,129032994010,297486152,94003810,,,,,,,,,
2023-06-05,129041052284,297522325,94032286,,,,,,,,,
2023-06-06,128958840319,298470675,94054386,,,,,,,,,
2023-06-07,128784631348,298289697,94230183,,,,,,,,,
2023-06-08,128552309506,298808817,94250977,,,,,,,,,
2023-06-09,128443597170,298469076,94171285,,,,,,,,,
2023-06-10,128110146754,298169338,92843659,,,,,,,,,
2023-06-11,128176926264,298505653,91461608,,,,,,,,,
2023-06-12,128175574294,298599191,91404742,,,,,,,,,
2023-06-13,128020746848,298653446,91317826,,,,,,,,,
2023-06-14,127829261317,298393033,91326384,,,,,,,,,
2023-06-15,127647093917,298150529,91110926,,,,,,,,,
2023-06-16,128585000162,297785652,91031724,,,,,,,,,
2023-06-17,128693241273,297150072,91029564,,,,,,,,,
2023-06-18,128312882860,297167738,91023050,,,,,,,,,
2023-06-19,128314431833,297083190,90960609,,,,,,,,,
2023-06-20,128496667899,297291374,90969179,,,,,,,,,
2023-06-21,128613837172,296923333,90972359,,,,,,,,,
2023-06-22,128484197338,297701784,90942668,,,,,,,,,
2023-06-23,128567276749,298063373,92221923,,,,,,,,,
2023-06-24,128571150220,298828641,92216048,,,,,,,,,
2023-06-25,128593136277,298844664,92137360,,,,,,,,,
2023-06-26,128591652482,298472378,92119700,,,,,,,,,
2023-06-27,128470586621,298644704,92053971,,,,,,,,,
2023-06-28,128297784252,299089591,92035631,,,,,,,,,
2023-06-29,128140024432,299045165,92024011,,,,,,,,,
2023-06-30,128039907313,299485913,92027642,,,,,,,,,
2023-07-01,127377398186,299890585,92031468,,,,,,,,,
2023-07-02,127401465891,299718157,92020739,,,,,,,,,
2023-07-03,127405322330,299609207,92031794,,,,,,,,,
2023-07-04,127612977448,299737899,92075405,,,,,,,,,
2023-07-05,127703384027,299354282,94401892,,,,,,,,,
2023-07-06,127589748900,300017772,94432792,,,,,,,,,
2023-07-07,127181619383,300948725,94478065,,,,,,,,,
2023-07-08,127021863776,299808029,94419706,,,,,,,,,
2023-07-09,127131844528,299613356,94370823,,,,,,,,,
2023-07-10,127127288275,299795756,94324870,,,,,,,,,
2023-07-11,126956104072,299823130,94297132,,,,,,,,,
2023-07-12,126806781066,299510561,94075423,,,,,,,,,
2023-07-13,126646992394,298430695,93897962,,,,,,,,,
2023-07-14,126816369536,298565617,93887252,,,,,,,,,
2023-07-15,126846865150,298763750,93825142,,,,,,,,,
2023-07-16,126890880057,298841826,93724990,,,,,,,,,
2023-07-17,126915297588,298873432,93585459,,,,,,,,,
2023-07-18,126732984716,299390566,93411216,,,,,,,,,
2023-07-19,126636763477,299191901,93448028,,,,,,,,,
2023-07-20,126429584886,297138836,93350169,,,,,,,,,
2023-07-21,126361024582,296477995,93379631,,,,,,,,,
2023-07-22,126202322858,297456584,93418188,,,,,,,,,
2023-07-23,126112769213,297457456,93411255,,,,,,,,,
2023-07-24,126091562676,297493919,93348051,,,,,,,,,
2023-07-25,125917346135,292115218,93332234,,,,,,,,,
2023-07-26,125813123667,292369278,93310219,,,,,,,,,
2023-07-27,125682891316,292251967,93269322,,,,,,,,,
2023-07-28,125625203422,292323117,93267835,,,,,,,,,
2023-07-29,125450729834,292239501,93276746,,,,,,,,,
2023-07-30,125742640575,291794621,93229378,,,,,,,,,
2023-07-31,125575014558,291977048,93170480,,,,,,,,,
2023-08-01,125517641815,291943972,93200871,,,,,,,,,
